#Terminal (i)	Terminal (j)	From time (i)	To time (j)	Node (i)	Node (j)	Transport time [TA]	Container Cost [TA]	Train length [TA]	Train cost [TA]	Rail Line Daily Capacity [TA]
14	20	18	23	439	570	5	1157	42	7086	0
14	20	19	24	464	595	5	1157	42	7086	0
14	20	20	25	489	620	5	1157	42	7086	0
14	20	21	26	514	645	5	1157	42	7086	0
14	20	22	27	539	670	5	1157	42	7086	0
14	20	23	28	564	695	5	1157	42	7086	0
14	20	24	29	589	720	5	1157	42	7086	0
14	20	25	30	614	745	5	1157	42	7086	0
14	20	26	31	639	770	5	1157	42	7086	0
14	20	27	32	664	795	5	1157	42	7086	0
14	20	28	33	689	820	5	1157	42	7086	0
14	20	29	34	714	845	5	1157	42	7086	0
14	20	30	35	739	870	5	1157	42	7086	0
14	20	31	36	764	895	5	1157	42	7086	0
14	20	32	37	789	920	5	1157	42	7086	0
14	20	33	38	814	945	5	1157	42	7086	0
14	20	34	39	839	970	5	1157	42	7086	0
14	20	35	40	864	995	5	1157	42	7086	0
14	21	1	5	14	121	4	1189	42	7134	5
14	21	2	6	39	146	4	1189	42	7134	5
14	21	3	7	64	171	4	1189	42	7134	5
14	21	4	8	89	196	4	1189	42	7134	5
14	21	5	9	114	221	4	1189	42	7134	5
14	21	6	10	139	246	4	1189	42	7134	5
14	21	7	11	164	271	4	1189	42	7134	5
14	21	8	12	189	296	4	1189	42	7134	5
14	21	9	13	214	321	4	1189	42	7134	5
14	21	10	14	239	346	4	1189	42	7134	5
14	21	11	15	264	371	4	1189	42	7134	5
14	21	12	16	289	396	4	1189	42	7134	5
14	21	13	17	314	421	4	1189	42	7134	5
14	21	14	18	339	446	4	1189	42	7134	5
14	21	15	19	364	471	4	1189	42	7134	5
14	21	16	20	389	496	4	1189	42	7134	5
14	21	17	21	414	521	4	1189	42	7134	5
14	21	18	22	439	546	4	1189	42	7134	5
14	21	19	23	464	571	4	1189	42	7134	5
14	21	20	24	489	596	4	1189	42	7134	5
14	21	21	25	514	621	4	1189	42	7134	5
14	21	22	26	539	646	4	1189	42	7134	5
14	21	23	27	564	671	4	1189	42	7134	5
14	21	24	28	589	696	4	1189	42	7134	5
14	21	25	29	614	721	4	1189	42	7134	5
14	21	26	30	639	746	4	1189	42	7134	5
14	21	27	31	664	771	4	1189	42	7134	5
14	21	28	32	689	796	4	1189	42	7134	5
14	21	29	33	714	821	4	1189	42	7134	5
14	21	30	34	739	846	4	1189	42	7134	5
14	21	31	35	764	871	4	1189	42	7134	5
14	21	32	36	789	896	4	1189	42	7134	5
14	21	33	37	814	921	4	1189	42	7134	5
14	21	34	38	839	946	4	1189	42	7134	5
14	21	35	39	864	971	4	1189	42	7134	5
14	21	36	40	889	996	4	1189	42	7134	5
14	22	1	5	14	122	4	1009	42	7751	5
14	22	2	6	39	147	4	1009	42	7751	5
14	22	3	7	64	172	4	1009	42	7751	5
14	22	4	8	89	197	4	1009	42	7751	5
14	22	5	9	114	222	4	1009	42	7751	5
14	22	6	10	139	247	4	1009	42	7751	5
14	22	7	11	164	272	4	1009	42	7751	5
14	22	8	12	189	297	4	1009	42	7751	5
14	22	9	13	214	322	4	1009	42	7751	5
14	22	10	14	239	347	4	1009	42	7751	5
14	22	11	15	264	372	4	1009	42	7751	5
14	22	12	16	289	397	4	1009	42	7751	5
14	22	13	17	314	422	4	1009	42	7751	5
14	22	14	18	339	447	4	1009	42	7751	5
14	22	15	19	364	472	4	1009	42	7751	5
14	22	16	20	389	497	4	1009	42	7751	5
14	22	17	21	414	522	4	1009	42	7751	5
14	22	18	22	439	547	4	1009	42	7751	5
14	22	19	23	464	572	4	1009	42	7751	5
14	22	20	24	489	597	4	1009	42	7751	5
14	22	21	25	514	622	4	1009	42	7751	5
14	22	22	26	539	647	4	1009	42	7751	5
14	22	23	27	564	672	4	1009	42	7751	5
14	22	24	28	589	697	4	1009	42	7751	5
14	22	25	29	614	722	4	1009	42	7751	5
14	22	26	30	639	747	4	1009	42	7751	5
14	22	27	31	664	772	4	1009	42	7751	5
14	22	28	32	689	797	4	1009	42	7751	5
14	22	29	33	714	822	4	1009	42	7751	5
14	22	30	34	739	847	4	1009	42	7751	5
14	22	31	35	764	872	4	1009	42	7751	5
14	22	32	36	789	897	4	1009	42	7751	5
14	22	33	37	814	922	4	1009	42	7751	5
14	22	34	38	839	947	4	1009	42	7751	5
14	22	35	39	864	972	4	1009	42	7751	5
14	22	36	40	889	997	4	1009	42	7751	5
14	23	1	5	14	123	4	1176	42	7225	0
14	23	2	6	39	148	4	1176	42	7225	0
14	23	3	7	64	173	4	1176	42	7225	0
14	23	4	8	89	198	4	1176	42	7225	0
14	23	5	9	114	223	4	1176	42	7225	0
14	23	6	10	139	248	4	1176	42	7225	0
14	23	7	11	164	273	4	1176	42	7225	0
14	23	8	12	189	298	4	1176	42	7225	0
14	23	9	13	214	323	4	1176	42	7225	0
14	23	10	14	239	348	4	1176	42	7225	0
14	23	11	15	264	373	4	1176	42	7225	0
14	23	12	16	289	398	4	1176	42	7225	0
14	23	13	17	314	423	4	1176	42	7225	0
14	23	14	18	339	448	4	1176	42	7225	0
14	23	15	19	364	473	4	1176	42	7225	0
14	23	16	20	389	498	4	1176	42	7225	0
14	23	17	21	414	523	4	1176	42	7225	0
14	23	18	22	439	548	4	1176	42	7225	0
14	23	19	23	464	573	4	1176	42	7225	0
14	23	20	24	489	598	4	1176	42	7225	0
14	23	21	25	514	623	4	1176	42	7225	0
14	23	22	26	539	648	4	1176	42	7225	0
14	23	23	27	564	673	4	1176	42	7225	0
14	23	24	28	589	698	4	1176	42	7225	0
14	23	25	29	614	723	4	1176	42	7225	0
14	23	26	30	639	748	4	1176	42	7225	0
14	23	27	31	664	773	4	1176	42	7225	0
14	23	28	32	689	798	4	1176	42	7225	0
14	23	29	33	714	823	4	1176	42	7225	0
14	23	30	34	739	848	4	1176	42	7225	0
14	23	31	35	764	873	4	1176	42	7225	0
14	23	32	36	789	898	4	1176	42	7225	0
14	23	33	37	814	923	4	1176	42	7225	0
14	23	34	38	839	948	4	1176	42	7225	0
14	23	35	39	864	973	4	1176	42	7225	0
14	23	36	40	889	998	4	1176	42	7225	0
14	24	1	5	14	124	4	1048	42	7785	0
14	24	2	6	39	149	4	1048	42	7785	0
14	24	3	7	64	174	4	1048	42	7785	0
14	24	4	8	89	199	4	1048	42	7785	0
14	24	5	9	114	224	4	1048	42	7785	0
14	24	6	10	139	249	4	1048	42	7785	0
14	24	7	11	164	274	4	1048	42	7785	0
14	24	8	12	189	299	4	1048	42	7785	0
14	24	9	13	214	324	4	1048	42	7785	0
14	24	10	14	239	349	4	1048	42	7785	0
14	24	11	15	264	374	4	1048	42	7785	0
14	24	12	16	289	399	4	1048	42	7785	0
14	24	13	17	314	424	4	1048	42	7785	0
14	24	14	18	339	449	4	1048	42	7785	0
14	24	15	19	364	474	4	1048	42	7785	0
14	24	16	20	389	499	4	1048	42	7785	0
14	24	17	21	414	524	4	1048	42	7785	0
14	24	18	22	439	549	4	1048	42	7785	0
14	24	19	23	464	574	4	1048	42	7785	0
14	24	20	24	489	599	4	1048	42	7785	0
14	24	21	25	514	624	4	1048	42	7785	0
14	24	22	26	539	649	4	1048	42	7785	0
14	24	23	27	564	674	4	1048	42	7785	0
14	24	24	28	589	699	4	1048	42	7785	0
14	24	25	29	614	724	4	1048	42	7785	0
14	24	26	30	639	749	4	1048	42	7785	0
14	24	27	31	664	774	4	1048	42	7785	0
14	24	28	32	689	799	4	1048	42	7785	0
14	24	29	33	714	824	4	1048	42	7785	0
14	24	30	34	739	849	4	1048	42	7785	0
14	24	31	35	764	874	4	1048	42	7785	0
14	24	32	36	789	899	4	1048	42	7785	0
14	24	33	37	814	924	4	1048	42	7785	0
14	24	34	38	839	949	4	1048	42	7785	0
14	24	35	39	864	974	4	1048	42	7785	0
14	24	36	40	889	999	4	1048	42	7785	0
14	25	1	6	14	150	5	1041	42	7850	0
14	25	2	7	39	175	5	1041	42	7850	0
14	25	3	8	64	200	5	1041	42	7850	0
14	25	4	9	89	225	5	1041	42	7850	0
14	25	5	10	114	250	5	1041	42	7850	0
14	25	6	11	139	275	5	1041	42	7850	0
14	25	7	12	164	300	5	1041	42	7850	0
14	25	8	13	189	325	5	1041	42	7850	0
14	25	9	14	214	350	5	1041	42	7850	0
14	25	10	15	239	375	5	1041	42	7850	0
14	25	11	16	264	400	5	1041	42	7850	0
14	25	12	17	289	425	5	1041	42	7850	0
14	25	13	18	314	450	5	1041	42	7850	0
14	25	14	19	339	475	5	1041	42	7850	0
14	25	15	20	364	500	5	1041	42	7850	0
14	25	16	21	389	525	5	1041	42	7850	0
14	25	17	22	414	550	5	1041	42	7850	0
14	25	18	23	439	575	5	1041	42	7850	0
14	25	19	24	464	600	5	1041	42	7850	0
14	25	20	25	489	625	5	1041	42	7850	0
14	25	21	26	514	650	5	1041	42	7850	0
14	25	22	27	539	675	5	1041	42	7850	0
14	25	23	28	564	700	5	1041	42	7850	0
14	25	24	29	589	725	5	1041	42	7850	0
14	25	25	30	614	750	5	1041	42	7850	0
14	25	26	31	639	775	5	1041	42	7850	0
14	25	27	32	664	800	5	1041	42	7850	0
14	25	28	33	689	825	5	1041	42	7850	0
14	25	29	34	714	850	5	1041	42	7850	0
14	25	30	35	739	875	5	1041	42	7850	0
14	25	31	36	764	900	5	1041	42	7850	0
14	25	32	37	789	925	5	1041	42	7850	0
14	25	33	38	814	950	5	1041	42	7850	0
14	25	34	39	839	975	5	1041	42	7850	0
14	25	35	40	864	1000	5	1041	42	7850	0
15	17	1	6	15	142	5	1054	42	7934	0
15	17	2	7	40	167	5	1054	42	7934	0
15	17	3	8	65	192	5	1054	42	7934	0
15	17	4	9	90	217	5	1054	42	7934	0
15	17	5	10	115	242	5	1054	42	7934	0
15	17	6	11	140	267	5	1054	42	7934	0
15	17	7	12	165	292	5	1054	42	7934	0
15	17	8	13	190	317	5	1054	42	7934	0
15	17	9	14	215	342	5	1054	42	7934	0
15	17	10	15	240	367	5	1054	42	7934	0
15	17	11	16	265	392	5	1054	42	7934	0
15	17	12	17	290	417	5	1054	42	7934	0
15	17	13	18	315	442	5	1054	42	7934	0
15	17	14	19	340	467	5	1054	42	7934	0
15	17	15	20	365	492	5	1054	42	7934	0
15	17	16	21	390	517	5	1054	42	7934	0
15	17	17	22	415	542	5	1054	42	7934	0
15	17	18	23	440	567	5	1054	42	7934	0
15	17	19	24	465	592	5	1054	42	7934	0
15	17	20	25	490	617	5	1054	42	7934	0
15	17	21	26	515	642	5	1054	42	7934	0
15	17	22	27	540	667	5	1054	42	7934	0
15	17	23	28	565	692	5	1054	42	7934	0
15	17	24	29	590	717	5	1054	42	7934	0
15	17	25	30	615	742	5	1054	42	7934	0
15	17	26	31	640	767	5	1054	42	7934	0
15	17	27	32	665	792	5	1054	42	7934	0
15	17	28	33	690	817	5	1054	42	7934	0
15	17	29	34	715	842	5	1054	42	7934	0
15	17	30	35	740	867	5	1054	42	7934	0
15	17	31	36	765	892	5	1054	42	7934	0
15	17	32	37	790	917	5	1054	42	7934	0
15	17	33	38	815	942	5	1054	42	7934	0
15	17	34	39	840	967	5	1054	42	7934	0
15	17	35	40	865	992	5	1054	42	7934	0
15	18	1	6	15	143	5	1094	42	7441	10
15	18	2	7	40	168	5	1094	42	7441	10
15	18	3	8	65	193	5	1094	42	7441	10
15	18	4	9	90	218	5	1094	42	7441	10
15	18	5	10	115	243	5	1094	42	7441	10
15	18	6	11	140	268	5	1094	42	7441	10
15	18	7	12	165	293	5	1094	42	7441	10
15	18	8	13	190	318	5	1094	42	7441	10
15	18	9	14	215	343	5	1094	42	7441	10
15	18	10	15	240	368	5	1094	42	7441	10
15	18	11	16	265	393	5	1094	42	7441	10
15	18	12	17	290	418	5	1094	42	7441	10
15	18	13	18	315	443	5	1094	42	7441	10
15	18	14	19	340	468	5	1094	42	7441	10
15	18	15	20	365	493	5	1094	42	7441	10
15	18	16	21	390	518	5	1094	42	7441	10
15	18	17	22	415	543	5	1094	42	7441	10
15	18	18	23	440	568	5	1094	42	7441	10
15	18	19	24	465	593	5	1094	42	7441	10
15	18	20	25	490	618	5	1094	42	7441	10
15	18	21	26	515	643	5	1094	42	7441	10
15	18	22	27	540	668	5	1094	42	7441	10
15	18	23	28	565	693	5	1094	42	7441	10
15	18	24	29	590	718	5	1094	42	7441	10
15	18	25	30	615	743	5	1094	42	7441	10
15	18	26	31	640	768	5	1094	42	7441	10
15	18	27	32	665	793	5	1094	42	7441	10
15	18	28	33	690	818	5	1094	42	7441	10
15	18	29	34	715	843	5	1094	42	7441	10
15	18	30	35	740	868	5	1094	42	7441	10
15	18	31	36	765	893	5	1094	42	7441	10
15	18	32	37	790	918	5	1094	42	7441	10
15	18	33	38	815	943	5	1094	42	7441	10
15	18	34	39	840	968	5	1094	42	7441	10
15	18	35	40	865	993	5	1094	42	7441	10
15	19	1	5	15	119	4	1057	42	7414	5
15	19	2	6	40	144	4	1057	42	7414	5
15	19	3	7	65	169	4	1057	42	7414	5
15	19	4	8	90	194	4	1057	42	7414	5
15	19	5	9	115	219	4	1057	42	7414	5
15	19	6	10	140	244	4	1057	42	7414	5
15	19	7	11	165	269	4	1057	42	7414	5
15	19	8	12	190	294	4	1057	42	7414	5
15	19	9	13	215	319	4	1057	42	7414	5
15	19	10	14	240	344	4	1057	42	7414	5
15	19	11	15	265	369	4	1057	42	7414	5
15	19	12	16	290	394	4	1057	42	7414	5
15	19	13	17	315	419	4	1057	42	7414	5
15	19	14	18	340	444	4	1057	42	7414	5
15	19	15	19	365	469	4	1057	42	7414	5
15	19	16	20	390	494	4	1057	42	7414	5
15	19	17	21	415	519	4	1057	42	7414	5
15	19	18	22	440	544	4	1057	42	7414	5
15	19	19	23	465	569	4	1057	42	7414	5
15	19	20	24	490	594	4	1057	42	7414	5
15	19	21	25	515	619	4	1057	42	7414	5
15	19	22	26	540	644	4	1057	42	7414	5
15	19	23	27	565	669	4	1057	42	7414	5
15	19	24	28	590	694	4	1057	42	7414	5
15	19	25	29	615	719	4	1057	42	7414	5
15	19	26	30	640	744	4	1057	42	7414	5
15	19	27	31	665	769	4	1057	42	7414	5
15	19	28	32	690	794	4	1057	42	7414	5
15	19	29	33	715	819	4	1057	42	7414	5
15	19	30	34	740	844	4	1057	42	7414	5
15	19	31	35	765	869	4	1057	42	7414	5
15	19	32	36	790	894	4	1057	42	7414	5
15	19	33	37	815	919	4	1057	42	7414	5
15	19	34	38	840	944	4	1057	42	7414	5
15	19	35	39	865	969	4	1057	42	7414	5
15	19	36	40	890	994	4	1057	42	7414	5
15	20	1	5	15	120	4	1056	42	7824	10
15	20	2	6	40	145	4	1056	42	7824	10
15	20	3	7	65	170	4	1056	42	7824	10
15	20	4	8	90	195	4	1056	42	7824	10
15	20	5	9	115	220	4	1056	42	7824	10
15	20	6	10	140	245	4	1056	42	7824	10
15	20	7	11	165	270	4	1056	42	7824	10
15	20	8	12	190	295	4	1056	42	7824	10
15	20	9	13	215	320	4	1056	42	7824	10
15	20	10	14	240	345	4	1056	42	7824	10
15	20	11	15	265	370	4	1056	42	7824	10
15	20	12	16	290	395	4	1056	42	7824	10
15	20	13	17	315	420	4	1056	42	7824	10
15	20	14	18	340	445	4	1056	42	7824	10
15	20	15	19	365	470	4	1056	42	7824	10
15	20	16	20	390	495	4	1056	42	7824	10
15	20	17	21	415	520	4	1056	42	7824	10
15	20	18	22	440	545	4	1056	42	7824	10
15	20	19	23	465	570	4	1056	42	7824	10
15	20	20	24	490	595	4	1056	42	7824	10
15	20	21	25	515	620	4	1056	42	7824	10
15	20	22	26	540	645	4	1056	42	7824	10
15	20	23	27	565	670	4	1056	42	7824	10
15	20	24	28	590	695	4	1056	42	7824	10
15	20	25	29	615	720	4	1056	42	7824	10
15	20	26	30	640	745	4	1056	42	7824	10
15	20	27	31	665	770	4	1056	42	7824	10
15	20	28	32	690	795	4	1056	42	7824	10
15	20	29	33	715	820	4	1056	42	7824	10
15	20	30	34	740	845	4	1056	42	7824	10
15	20	31	35	765	870	4	1056	42	7824	10
15	20	32	36	790	895	4	1056	42	7824	10
15	20	33	37	815	920	4	1056	42	7824	10
15	20	34	38	840	945	4	1056	42	7824	10
15	20	35	39	865	970	4	1056	42	7824	10
15	20	36	40	890	995	4	1056	42	7824	10
15	21	1	5	15	121	4	1081	42	7734	10
15	21	2	6	40	146	4	1081	42	7734	10
15	21	3	7	65	171	4	1081	42	7734	10
15	21	4	8	90	196	4	1081	42	7734	10
15	21	5	9	115	221	4	1081	42	7734	10
15	21	6	10	140	246	4	1081	42	7734	10
15	21	7	11	165	271	4	1081	42	7734	10
15	21	8	12	190	296	4	1081	42	7734	10
15	21	9	13	215	321	4	1081	42	7734	10
15	21	10	14	240	346	4	1081	42	7734	10
15	21	11	15	265	371	4	1081	42	7734	10
15	21	12	16	290	396	4	1081	42	7734	10
15	21	13	17	315	421	4	1081	42	7734	10
15	21	14	18	340	446	4	1081	42	7734	10
15	21	15	19	365	471	4	1081	42	7734	10
15	21	16	20	390	496	4	1081	42	7734	10
15	21	17	21	415	521	4	1081	42	7734	10
15	21	18	22	440	546	4	1081	42	7734	10
15	21	19	23	465	571	4	1081	42	7734	10
15	21	20	24	490	596	4	1081	42	7734	10
15	21	21	25	515	621	4	1081	42	7734	10
15	21	22	26	540	646	4	1081	42	7734	10
15	21	23	27	565	671	4	1081	42	7734	10
15	21	24	28	590	696	4	1081	42	7734	10
15	21	25	29	615	721	4	1081	42	7734	10
15	21	26	30	640	746	4	1081	42	7734	10
15	21	27	31	665	771	4	1081	42	7734	10
15	21	28	32	690	796	4	1081	42	7734	10
15	21	29	33	715	821	4	1081	42	7734	10
15	21	30	34	740	846	4	1081	42	7734	10
15	21	31	35	765	871	4	1081	42	7734	10
15	21	32	36	790	896	4	1081	42	7734	10
15	21	33	37	815	921	4	1081	42	7734	10
15	21	34	38	840	946	4	1081	42	7734	10
15	21	35	39	865	971	4	1081	42	7734	10
15	21	36	40	890	996	4	1081	42	7734	10
15	22	1	6	15	147	5	1056	42	7056	0
15	22	2	7	40	172	5	1056	42	7056	0
15	22	3	8	65	197	5	1056	42	7056	0
15	22	4	9	90	222	5	1056	42	7056	0
15	22	5	10	115	247	5	1056	42	7056	0
15	22	6	11	140	272	5	1056	42	7056	0
15	22	7	12	165	297	5	1056	42	7056	0
15	22	8	13	190	322	5	1056	42	7056	0
15	22	9	14	215	347	5	1056	42	7056	0
15	22	10	15	240	372	5	1056	42	7056	0
15	22	11	16	265	397	5	1056	42	7056	0
15	22	12	17	290	422	5	1056	42	7056	0
15	22	13	18	315	447	5	1056	42	7056	0
15	22	14	19	340	472	5	1056	42	7056	0
15	22	15	20	365	497	5	1056	42	7056	0
15	22	16	21	390	522	5	1056	42	7056	0
15	22	17	22	415	547	5	1056	42	7056	0
15	22	18	23	440	572	5	1056	42	7056	0
15	22	19	24	465	597	5	1056	42	7056	0
15	22	20	25	490	622	5	1056	42	7056	0
15	22	21	26	515	647	5	1056	42	7056	0
15	22	22	27	540	672	5	1056	42	7056	0
15	22	23	28	565	697	5	1056	42	7056	0
15	22	24	29	590	722	5	1056	42	7056	0
15	22	25	30	615	747	5	1056	42	7056	0
15	22	26	31	640	772	5	1056	42	7056	0
15	22	27	32	665	797	5	1056	42	7056	0
15	22	28	33	690	822	5	1056	42	7056	0
15	22	29	34	715	847	5	1056	42	7056	0
15	22	30	35	740	872	5	1056	42	7056	0
15	22	31	36	765	897	5	1056	42	7056	0
15	22	32	37	790	922	5	1056	42	7056	0
15	22	33	38	815	947	5	1056	42	7056	0
15	22	34	39	840	972	5	1056	42	7056	0
15	22	35	40	865	997	5	1056	42	7056	0
15	23	1	6	15	148	5	1015	42	7917	10
15	23	2	7	40	173	5	1015	42	7917	10
15	23	3	8	65	198	5	1015	42	7917	10
15	23	4	9	90	223	5	1015	42	7917	10
15	23	5	10	115	248	5	1015	42	7917	10
15	23	6	11	140	273	5	1015	42	7917	10
15	23	7	12	165	298	5	1015	42	7917	10
15	23	8	13	190	323	5	1015	42	7917	10
15	23	9	14	215	348	5	1015	42	7917	10
15	23	10	15	240	373	5	1015	42	7917	10
15	23	11	16	265	398	5	1015	42	7917	10
15	23	12	17	290	423	5	1015	42	7917	10
15	23	13	18	315	448	5	1015	42	7917	10
15	23	14	19	340	473	5	1015	42	7917	10
15	23	15	20	365	498	5	1015	42	7917	10
15	23	16	21	390	523	5	1015	42	7917	10
15	23	17	22	415	548	5	1015	42	7917	10
15	23	18	23	440	573	5	1015	42	7917	10
15	23	19	24	465	598	5	1015	42	7917	10
15	23	20	25	490	623	5	1015	42	7917	10
15	23	21	26	515	648	5	1015	42	7917	10
15	23	22	27	540	673	5	1015	42	7917	10
15	23	23	28	565	698	5	1015	42	7917	10
15	23	24	29	590	723	5	1015	42	7917	10
15	23	25	30	615	748	5	1015	42	7917	10
15	23	26	31	640	773	5	1015	42	7917	10
15	23	27	32	665	798	5	1015	42	7917	10
15	23	28	33	690	823	5	1015	42	7917	10
15	23	29	34	715	848	5	1015	42	7917	10
15	23	30	35	740	873	5	1015	42	7917	10
15	23	31	36	765	898	5	1015	42	7917	10
15	23	32	37	790	923	5	1015	42	7917	10
15	23	33	38	815	948	5	1015	42	7917	10
15	23	34	39	840	973	5	1015	42	7917	10
15	23	35	40	865	998	5	1015	42	7917	10
15	24	1	5	15	124	4	1074	42	7835	10
15	24	2	6	40	149	4	1074	42	7835	10
15	24	3	7	65	174	4	1074	42	7835	10
15	24	4	8	90	199	4	1074	42	7835	10
15	24	5	9	115	224	4	1074	42	7835	10
15	24	6	10	140	249	4	1074	42	7835	10
15	24	7	11	165	274	4	1074	42	7835	10
15	24	8	12	190	299	4	1074	42	7835	10
15	24	9	13	215	324	4	1074	42	7835	10
15	24	10	14	240	349	4	1074	42	7835	10
15	24	11	15	265	374	4	1074	42	7835	10
15	24	12	16	290	399	4	1074	42	7835	10
15	24	13	17	315	424	4	1074	42	7835	10
15	24	14	18	340	449	4	1074	42	7835	10
15	24	15	19	365	474	4	1074	42	7835	10
15	24	16	20	390	499	4	1074	42	7835	10
15	24	17	21	415	524	4	1074	42	7835	10
15	24	18	22	440	549	4	1074	42	7835	10
15	24	19	23	465	574	4	1074	42	7835	10
15	24	20	24	490	599	4	1074	42	7835	10
15	24	21	25	515	624	4	1074	42	7835	10
15	24	22	26	540	649	4	1074	42	7835	10
15	24	23	27	565	674	4	1074	42	7835	10
15	24	24	28	590	699	4	1074	42	7835	10
15	24	25	29	615	724	4	1074	42	7835	10
15	24	26	30	640	749	4	1074	42	7835	10
15	24	27	31	665	774	4	1074	42	7835	10
15	24	28	32	690	799	4	1074	42	7835	10
15	24	29	33	715	824	4	1074	42	7835	10
15	24	30	34	740	849	4	1074	42	7835	10
15	24	31	35	765	874	4	1074	42	7835	10
15	24	32	36	790	899	4	1074	42	7835	10
15	24	33	37	815	924	4	1074	42	7835	10
15	24	34	38	840	949	4	1074	42	7835	10
15	24	35	39	865	974	4	1074	42	7835	10
15	24	36	40	890	999	4	1074	42	7835	10
15	25	1	5	15	125	4	1000	42	7513	10
15	25	2	6	40	150	4	1000	42	7513	10
15	25	3	7	65	175	4	1000	42	7513	10
15	25	4	8	90	200	4	1000	42	7513	10
15	25	5	9	115	225	4	1000	42	7513	10
15	25	6	10	140	250	4	1000	42	7513	10
15	25	7	11	165	275	4	1000	42	7513	10
15	25	8	12	190	300	4	1000	42	7513	10
15	25	9	13	215	325	4	1000	42	7513	10
15	25	10	14	240	350	4	1000	42	7513	10
15	25	11	15	265	375	4	1000	42	7513	10
15	25	12	16	290	400	4	1000	42	7513	10
15	25	13	17	315	425	4	1000	42	7513	10
15	25	14	18	340	450	4	1000	42	7513	10
15	25	15	19	365	475	4	1000	42	7513	10
15	25	16	20	390	500	4	1000	42	7513	10
15	25	17	21	415	525	4	1000	42	7513	10
15	25	18	22	440	550	4	1000	42	7513	10
15	25	19	23	465	575	4	1000	42	7513	10
15	25	20	24	490	600	4	1000	42	7513	10
15	25	21	25	515	625	4	1000	42	7513	10
15	25	22	26	540	650	4	1000	42	7513	10
15	25	23	27	565	675	4	1000	42	7513	10
15	25	24	28	590	700	4	1000	42	7513	10
15	25	25	29	615	725	4	1000	42	7513	10
15	25	26	30	640	750	4	1000	42	7513	10
15	25	27	31	665	775	4	1000	42	7513	10
15	25	28	32	690	800	4	1000	42	7513	10
15	25	29	33	715	825	4	1000	42	7513	10
15	25	30	34	740	850	4	1000	42	7513	10
15	25	31	35	765	875	4	1000	42	7513	10
15	25	32	36	790	900	4	1000	42	7513	10
15	25	33	37	815	925	4	1000	42	7513	10
15	25	34	38	840	950	4	1000	42	7513	10
15	25	35	39	865	975	4	1000	42	7513	10
15	25	36	40	890	1000	4	1000	42	7513	10
16	17	1	6	16	142	5	1025	42	7527	5
16	17	2	7	41	167	5	1025	42	7527	5
16	17	3	8	66	192	5	1025	42	7527	5
16	17	4	9	91	217	5	1025	42	7527	5
16	17	5	10	116	242	5	1025	42	7527	5
16	17	6	11	141	267	5	1025	42	7527	5
16	17	7	12	166	292	5	1025	42	7527	5
16	17	8	13	191	317	5	1025	42	7527	5
16	17	9	14	216	342	5	1025	42	7527	5
16	17	10	15	241	367	5	1025	42	7527	5
16	17	11	16	266	392	5	1025	42	7527	5
16	17	12	17	291	417	5	1025	42	7527	5
16	17	13	18	316	442	5	1025	42	7527	5
16	17	14	19	341	467	5	1025	42	7527	5
16	17	15	20	366	492	5	1025	42	7527	5
16	17	16	21	391	517	5	1025	42	7527	5
16	17	17	22	416	542	5	1025	42	7527	5
16	17	18	23	441	567	5	1025	42	7527	5
16	17	19	24	466	592	5	1025	42	7527	5
16	17	20	25	491	617	5	1025	42	7527	5
16	17	21	26	516	642	5	1025	42	7527	5
16	17	22	27	541	667	5	1025	42	7527	5
16	17	23	28	566	692	5	1025	42	7527	5
16	17	24	29	591	717	5	1025	42	7527	5
16	17	25	30	616	742	5	1025	42	7527	5
16	17	26	31	641	767	5	1025	42	7527	5
16	17	27	32	666	792	5	1025	42	7527	5
16	17	28	33	691	817	5	1025	42	7527	5
16	17	29	34	716	842	5	1025	42	7527	5
16	17	30	35	741	867	5	1025	42	7527	5
16	17	31	36	766	892	5	1025	42	7527	5
16	17	32	37	791	917	5	1025	42	7527	5
16	17	33	38	816	942	5	1025	42	7527	5
16	17	34	39	841	967	5	1025	42	7527	5
16	17	35	40	866	992	5	1025	42	7527	5
16	18	1	5	16	118	4	1180	42	7435	5
16	18	2	6	41	143	4	1180	42	7435	5
16	18	3	7	66	168	4	1180	42	7435	5
16	18	4	8	91	193	4	1180	42	7435	5
16	18	5	9	116	218	4	1180	42	7435	5
16	18	6	10	141	243	4	1180	42	7435	5
16	18	7	11	166	268	4	1180	42	7435	5
16	18	8	12	191	293	4	1180	42	7435	5
16	18	9	13	216	318	4	1180	42	7435	5
16	18	10	14	241	343	4	1180	42	7435	5
16	18	11	15	266	368	4	1180	42	7435	5
16	18	12	16	291	393	4	1180	42	7435	5
16	18	13	17	316	418	4	1180	42	7435	5
16	18	14	18	341	443	4	1180	42	7435	5
16	18	15	19	366	468	4	1180	42	7435	5
16	18	16	20	391	493	4	1180	42	7435	5
16	18	17	21	416	518	4	1180	42	7435	5
16	18	18	22	441	543	4	1180	42	7435	5
16	18	19	23	466	568	4	1180	42	7435	5
16	18	20	24	491	593	4	1180	42	7435	5
16	18	21	25	516	618	4	1180	42	7435	5
16	18	22	26	541	643	4	1180	42	7435	5
16	18	23	27	566	668	4	1180	42	7435	5
16	18	24	28	591	693	4	1180	42	7435	5
16	18	25	29	616	718	4	1180	42	7435	5
16	18	26	30	641	743	4	1180	42	7435	5
16	18	27	31	666	768	4	1180	42	7435	5
